id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
1876,Bright Apartment in Mehrauli,Nisha Yadav,Mehrauli,Private room,1900,2,13,0.15,137,28.533072,77.20576,Dense/Chawl-type Area
1877,Cozy Gurgaon Sector 47 Studio,Megha Bansal,Gurgaon Sector 47,Entire home/apt,3500,1,45,0.28,319,28.43028,77.046559,Developed Residential
1878,Cozy Hauz Khas Studio,Ankit Malhotra,Hauz Khas,Private room,2750,3,72,0.22,194,28.54909,77.199417,Green & Peaceful
1879,Comfortable Home in Vikaspuri,Neha Mishra,Vikaspuri,Entire home/apt,2600,1,49,0.27,295,28.643648,77.066465,Developed Residential
1880,Family Home in Noida Sector 62,Varun Jain,Noida Sector 62,Entire home/apt,2250,2,39,0.27,149,28.632132,77.372902,Corporate/Developed Area
1881,Modern Stay near Lajpat Nagar,Manish Verma,Lajpat Nagar,Private room,1650,1,22,0.21,73,28.566043,77.251769,Market Area
1882,Bright Apartment in Gurgaon Golf Course Road,Arjun Singh,Gurgaon Golf Course Road,Private room,3700,2,13,1.3,298,28.457532,77.104791,Developed Residential
1883,Cozy Saket Studio,Neha Bansal,Saket,Private room,2750,1,21,0.16,142,28.534163,77.213244,Developed Residential
1884,Budget Stay around Janakpuri,Nisha Jain,Janakpuri,Hotel room,2300,1,37,0.2,165,28.63779,77.091819,Developed Residential
1885,Premium Stay - Gurgaon Sector 47,Simran Agarwal,Gurgaon Sector 47,Hotel room,2600,1,15,0.08,232,28.433858,77.042568,Developed Residential
1886,Family Home in Dwarka,Karan Saini,Dwarka,Entire home/apt,2350,1,15,0.35,157,28.596144,77.035423,Developed Residential
1887,Comfortable Home in Karol Bagh,Rohit Yadav,Karol Bagh,Entire home/apt,2950,7,17,0.57,353,28.654799,77.192347,Market Area
1888,Cozy Noida Sector 137 Studio,Varun Mehta,Noida Sector 137,Private room,1100,2,26,0.12,245,28.527183,77.40024,Developed Residential
1889,Premium Stay - Vasant Kunj,Pooja Mishra,Vasant Kunj,Entire home/apt,3650,2,25,0.47,181,28.524613,77.159637,Developed Residential
1890,Cozy Chattarpur Studio,Karan Singh,Chattarpur,Private room,2050,1,19,0.99,236,28.513658,77.170108,Green & Peaceful
1891,Premium Stay - Uttam Nagar,Simran Kapoor,Uttam Nagar,Entire home/apt,1350,2,15,0.16,142,28.612367,77.058187,Dense/Chawl-type Area
1892,Comfortable Home in Vasant Kunj,Vikas Bansal,Vasant Kunj,Private room,2100,1,116,0.42,237,28.512972,77.154783,Developed Residential
1893,Peaceful Retreat near Greater Kailash,Rohit Chauhan,Greater Kailash,Entire home/apt,4000,1,38,0.21,283,28.540592,77.228457,Developed Residential
1894,Modern Stay near Noida Sector 75,Amit Gupta,Noida Sector 75,Private room,1800,7,1,0.35,100,28.564343,77.390341,Developed Residential
1895,Budget Stay around Green Park,Arjun Yadav,Green Park,Private room,2350,1,49,0.02,259,28.559837,77.197578,Green & Peaceful
1896,Budget Stay around Karol Bagh,Sanjay Agarwal,Karol Bagh,Entire home/apt,2350,2,14,0.22,211,28.651647,77.190247,Market Area
1897,Peaceful Retreat near Gurgaon Sector 47,Nisha Bansal,Gurgaon Sector 47,Private room,2150,3,38,0.63,189,28.424146,77.043777,Developed Residential
1898,Modern Stay near Uttam Nagar,Deepak Sharma,Uttam Nagar,Entire home/apt,1500,3,16,0.4,164,28.619092,77.071563,Dense/Chawl-type Area
1899,City Stay - Gurgaon Cyber City,Neha Kapoor,Gurgaon Cyber City,Entire home/apt,3500,2,25,0.47,357,28.489721,77.084198,Corporate/Developed Area
1900,Family Home in Vikaspuri,Megha Jain,Vikaspuri,Private room,1450,1,20,0.53,333,28.64592,77.074339,Developed Residential
1901,City Stay - Aerocity,Sanjay Chauhan,Aerocity,Private room,2550,2,17,0.07,287,28.562597,77.094172,Developed Residential
1902,Peaceful Retreat near Lajpat Nagar,Vikas Bansal,Lajpat Nagar,Private room,1800,2,31,0.55,196,28.564375,77.245304,Market Area
1903,Budget Stay around Chattarpur,Shreya Jain,Chattarpur,Private room,2250,2,46,0.4,286,28.50399,77.168202,Green & Peaceful
1904,City Stay - Gurgaon Cyber City,Aditya Sharma,Gurgaon Cyber City,Entire home/apt,3650,1,47,0.21,315,28.495208,77.086705,Corporate/Developed Area
1905,Premium Stay - Greater Kailash,Ankit Malhotra,Greater Kailash,Shared room,1800,2,148,0.27,5,28.550597,77.233236,Developed Residential
1906,Modern Stay near Greater Kailash,Priya Kapoor,Greater Kailash,Entire home/apt,4000,14,34,0.36,365,28.552473,77.232886,Developed Residential
1907,Bright Apartment in Ghaziabad Vaishali,Deepak Kumar,Ghaziabad Vaishali,Entire home/apt,2250,2,17,0.46,186,28.659254,77.333816,Market Area
1908,Premium Stay - Janakpuri,Priya Yadav,Janakpuri,Entire home/apt,2550,2,68,0.49,222,28.627617,77.080914,Developed Residential
1909,Premium Stay - Noida Sector 75,Arjun Jain,Noida Sector 75,Hotel room,2250,3,28,0.58,250,28.562278,77.38212,Developed Residential
1910,Private Room near Hauz Khas,Aditya Kumar,Hauz Khas,Entire home/apt,4000,1,22,0.28,133,28.556026,77.200943,Green & Peaceful
1911,Private Room near Rajendra Place,Nisha Bansal,Rajendra Place,Private room,1950,1,19,0.1,139,28.649612,77.181579,Developed Residential
1912,Bright Apartment in Ghaziabad Vaishali,Vikas Yadav,Ghaziabad Vaishali,Entire home/apt,3000,5,46,0.99,25,28.653215,77.350728,Market Area
1913,Private Room near Noida Sector 137,Shreya Agarwal,Noida Sector 137,Entire home/apt,1900,14,10,0.57,202,28.51011,77.403707,Developed Residential
1914,Cozy Gurgaon Sector 47 Studio,Aditya Mishra,Gurgaon Sector 47,Entire home/apt,3000,1,16,0.1,145,28.429421,77.034801,Developed Residential
1915,City Stay - Connaught Place,Varun Verma,Connaught Place,Private room,2150,1,82,0.31,20,28.631834,77.219,Market Area
1916,Peaceful Retreat near Old Delhi,Neha Malhotra,Old Delhi,Private room,1600,3,34,0.55,64,28.657142,77.232427,Dense/Chawl-type Area
1917,Bright Apartment in Gurgaon Sector 47,Vikas Yadav,Gurgaon Sector 47,Entire home/apt,3100,2,0,0.0,161,28.419216,77.036743,Developed Residential
1918,Premium Stay - Uttam Nagar,Manish Chauhan,Uttam Nagar,Entire home/apt,1750,2,17,0.34,98,28.625994,77.068836,Dense/Chawl-type Area
1919,City Stay - Green Park,Megha Sharma,Green Park,Private room,2100,1,11,1.05,355,28.557556,77.196754,Green & Peaceful
1920,Modern Stay near Uttam Nagar,Vikas Kumar,Uttam Nagar,Private room,950,3,63,0.27,365,28.62722,77.059099,Dense/Chawl-type Area
1921,Bright Apartment in Janakpuri,Nisha Agarwal,Janakpuri,Entire home/apt,2300,7,22,0.67,63,28.624792,77.092145,Developed Residential
1922,Comfortable Home in Noida Sector 62,Neha Kapoor,Noida Sector 62,Entire home/apt,2550,1,35,0.46,169,28.62415,77.364148,Corporate/Developed Area
1923,Bright Apartment in Gurgaon Cyber City,Varun Chauhan,Gurgaon Cyber City,Shared room,2050,1,99,0.15,276,28.50751,77.075265,Corporate/Developed Area
1924,Family Home in Gurgaon Sector 47,Pooja Jain,Gurgaon Sector 47,Private room,2500,14,37,0.68,287,28.426711,77.040899,Developed Residential
1925,Peaceful Retreat near Hauz Khas,Arjun Gupta,Hauz Khas,Entire home/apt,3200,5,27,0.41,191,28.540413,77.196865,Green & Peaceful
1926,Peaceful Retreat near Gurgaon Sector 47,Varun Saini,Gurgaon Sector 47,Entire home/apt,3650,3,84,0.58,286,28.432661,77.035468,Developed Residential
1927,Peaceful Retreat near Lajpat Nagar,Vikas Saini,Lajpat Nagar,Private room,2050,3,48,0.11,35,28.569265,77.242851,Market Area
1928,Peaceful Retreat near Vikaspuri,Arjun Singh,Vikaspuri,Entire home/apt,1950,1,47,0.27,176,28.634447,77.066767,Developed Residential
1929,Peaceful Retreat near Lajpat Nagar,Pooja Mishra,Lajpat Nagar,Entire home/apt,3550,2,34,0.33,318,28.573587,77.234491,Market Area
1930,Comfortable Home in Dwarka,Simran Chauhan,Dwarka,Entire home/apt,3250,3,15,0.5,291,28.590229,77.044034,Developed Residential
1931,Modern Stay near Noida Sector 137,Priya Verma,Noida Sector 137,Entire home/apt,2450,3,32,1.17,132,28.508952,77.41072,Developed Residential
1932,Cozy Ghaziabad Indirapuram Studio,Varun Bansal,Ghaziabad Indirapuram,Entire home/apt,2050,4,50,0.23,339,28.647006,77.372781,Developed Residential
1933,Private Room near Mahipalpur,Megha Sharma,Mahipalpur,Private room,1250,7,42,0.55,79,28.555022,77.128563,Dense/Chawl-type Area
1934,Bright Apartment in South Extension,Sanjay Bansal,South Extension,Private room,1900,7,20,1.01,218,28.570658,77.226625,Market Area
1935,Family Home in Rajendra Place,Varun Jain,Rajendra Place,Private room,1750,1,22,0.07,142,28.6497,77.170976,Developed Residential
1936,Comfortable Home in Noida Sector 18,Arjun Mehta,Noida Sector 18,Entire home/apt,3600,2,8,0.9,174,28.562924,77.325538,Market Area
1937,Budget Stay around Vikaspuri,Deepak Kumar,Vikaspuri,Private room,1750,1,57,0.62,140,28.6289,77.082381,Developed Residential
1938,Family Home in Noida Sector 137,Vikas Yadav,Noida Sector 137,Entire home/apt,1950,4,16,0.44,281,28.507962,77.404031,Developed Residential
1939,Premium Stay - Janakpuri,Rahul Sharma,Janakpuri,Private room,1550,1,59,0.53,206,28.632374,77.087575,Developed Residential
1940,Premium Stay - Saket,Manish Mehta,Saket,Private room,3000,2,69,0.46,299,28.506931,77.210458,Developed Residential
1941,Bright Apartment in Uttam Nagar,Rohit Kapoor,Uttam Nagar,Entire home/apt,1650,2,88,1.15,198,28.622733,77.060925,Dense/Chawl-type Area
1942,Comfortable Home in Noida Sector 18,Nisha Mishra,Noida Sector 18,Entire home/apt,3000,5,7,0.41,274,28.569906,77.321279,Market Area
1943,Premium Stay - Mehrauli,Shreya Verma,Mehrauli,Private room,1500,1,78,0.39,157,28.519957,77.175157,Dense/Chawl-type Area
1944,Cozy Noida Sector 62 Studio,Shreya Chauhan,Noida Sector 62,Private room,2100,1,14,0.55,243,28.620169,77.357314,Corporate/Developed Area
1945,Peaceful Retreat near Faridabad Sector 15,Amit Agarwal,Faridabad Sector 15,Entire home/apt,2000,1,38,0.16,197,28.412662,77.317802,Developed Residential
1946,Modern Stay near Mahipalpur,Nisha Bansal,Mahipalpur,Entire home/apt,1300,4,30,0.29,154,28.538891,77.140842,Dense/Chawl-type Area
1947,Family Home in Gurgaon DLF Phase 2,Riya Chauhan,Gurgaon DLF Phase 2,Private room,2550,1,15,0.24,244,28.483121,77.093249,Market Area
1948,Premium Stay - Vikaspuri,Arjun Gupta,Vikaspuri,Entire home/apt,2500,1,14,0.62,172,28.639752,77.072674,Developed Residential
1949,City Stay - Mahipalpur,Arjun Singh,Mahipalpur,Entire home/apt,2250,3,59,1.19,220,28.542688,77.12474,Dense/Chawl-type Area
1950,Bright Apartment in Hauz Khas,Varun Bansal,Hauz Khas,Entire home/apt,3050,3,26,0.45,5,28.545887,77.205231,Green & Peaceful
1951,Private Room near Ghaziabad Vaishali,Sanjay Gupta,Ghaziabad Vaishali,Entire home/apt,2450,2,32,0.25,208,28.64291,77.341871,Market Area
1952,Budget Stay around Uttam Nagar,Manish Singh,Uttam Nagar,Entire home/apt,1650,1,42,0.27,236,28.62461,77.054915,Dense/Chawl-type Area
1953,Budget Stay around Paharganj,Sanjay Chauhan,Paharganj,Entire home/apt,2450,3,13,0.72,190,28.646165,77.205301,Dense/Chawl-type Area
1954,Comfortable Home in Karol Bagh,Arjun Mehta,Karol Bagh,Private room,1400,4,49,0.17,91,28.651721,77.191085,Market Area
1955,Family Home in Gurgaon Golf Course Road,Aditya Gupta,Gurgaon Golf Course Road,Private room,2950,2,133,0.73,144,28.454498,77.089175,Developed Residential
1956,Modern Stay near Gurgaon DLF Phase 2,Vikas Mishra,Gurgaon DLF Phase 2,Entire home/apt,2950,1,15,0.23,141,28.489956,77.101093,Market Area
1957,Peaceful Retreat near Dwarka,Arjun Yadav,Dwarka,Hotel room,2500,4,38,1.27,38,28.59963,77.05141,Developed Residential
1958,Budget Stay around Noida Sector 62,Megha Malhotra,Noida Sector 62,Private room,1650,1,1,0.23,28,28.629423,77.357261,Corporate/Developed Area
1959,Comfortable Home in Karol Bagh,Pooja Gupta,Karol Bagh,Entire home/apt,3050,14,21,0.44,275,28.657431,77.193054,Market Area
1960,Cozy Gurgaon Sector 47 Studio,Varun Yadav,Gurgaon Sector 47,Private room,2000,5,13,0.2,365,28.434391,77.036977,Developed Residential
1961,Private Room near Noida Sector 18,Ankit Malhotra,Noida Sector 18,Entire home/apt,2700,2,15,0.55,124,28.575455,77.329485,Market Area
1962,Premium Stay - Faridabad Sector 15,Rahul Jain,Faridabad Sector 15,Entire home/apt,1450,14,59,0.68,189,28.405596,77.317019,Developed Residential
1963,Bright Apartment in Gurgaon Cyber City,Megha Saini,Gurgaon Cyber City,Entire home/apt,4000,1,74,0.22,355,28.498991,77.083398,Corporate/Developed Area
1964,City Stay - Vikaspuri,Varun Kumar,Vikaspuri,Entire home/apt,2400,1,101,1.68,266,28.643151,77.071506,Developed Residential
1965,Family Home in Faridabad Sector 15,Megha Mishra,Faridabad Sector 15,Entire home/apt,2050,2,51,0.1,224,28.406173,77.332206,Developed Residential
1966,Modern Stay near Noida Sector 75,Rohit Malhotra,Noida Sector 75,Private room,1550,2,31,0.57,209,28.565575,77.389219,Developed Residential
1967,Peaceful Retreat near Janakpuri,Ankit Sharma,Janakpuri,Entire home/apt,1800,2,15,0.86,258,28.626755,77.087146,Developed Residential
1968,Modern Stay near Greater Kailash,Arjun Mehta,Greater Kailash,Entire home/apt,4000,1,46,0.45,144,28.543219,77.22369,Developed Residential
1969,Bright Apartment in Mahipalpur,Shreya Saini,Mahipalpur,Hotel room,1750,2,21,0.54,180,28.554194,77.122444,Dense/Chawl-type Area
1970,Bright Apartment in Aerocity,Arjun Chauhan,Aerocity,Entire home/apt,4000,1,35,0.22,45,28.558235,77.084187,Developed Residential
1971,City Stay - Connaught Place,Megha Kapoor,Connaught Place,Private room,4000,3,70,0.32,318,28.626057,77.217964,Market Area
1972,Budget Stay around Ghaziabad Vaishali,Sanjay Sharma,Ghaziabad Vaishali,Entire home/apt,2550,1,44,0.47,137,28.644318,77.336983,Market Area
1973,Family Home in Noida Sector 137,Priya Chauhan,Noida Sector 137,Private room,1450,2,64,0.52,260,28.507343,77.394409,Developed Residential
1974,Family Home in Karol Bagh,Pooja Bansal,Karol Bagh,Entire home/apt,2350,5,24,0.26,257,28.652376,77.19232,Market Area
1975,City Stay - South Extension,Megha Gupta,South Extension,Entire home/apt,4000,3,51,2.08,45,28.562484,77.223085,Market Area
1976,Premium Stay - Vikaspuri,Sanjay Chauhan,Vikaspuri,Private room,2050,1,27,0.6,193,28.633574,77.064739,Developed Residential
1977,Private Room near Janakpuri,Varun Yadav,Janakpuri,Entire home/apt,2800,1,5,0.48,258,28.618619,77.079177,Developed Residential
1978,Family Home in Uttam Nagar,Neha Malhotra,Uttam Nagar,Hotel room,1200,7,67,0.82,200,28.630871,77.069193,Dense/Chawl-type Area
1979,Comfortable Home in Janakpuri,Karan Mehta,Janakpuri,Shared room,1400,1,26,0.09,227,28.626703,77.086499,Developed Residential
1980,Bright Apartment in Noida Sector 137,Ankit Agarwal,Noida Sector 137,Private room,1550,1,46,0.49,163,28.527551,77.412371,Developed Residential
1981,Family Home in Green Park,Manish Agarwal,Green Park,Private room,1900,1,33,0.04,211,28.565943,77.196378,Green & Peaceful
1982,Modern Stay near Defence Colony,Aditya Malhotra,Defence Colony,Private room,2500,7,114,0.75,264,28.572303,77.236349,Green & Peaceful
1983,Bright Apartment in Saket,Neha Gupta,Saket,Private room,2200,2,19,0.24,208,28.521144,77.213878,Developed Residential
1984,Bright Apartment in Ghaziabad Vaishali,Vikas Chauhan,Ghaziabad Vaishali,Private room,1500,5,13,0.87,365,28.644053,77.333454,Market Area
1985,City Stay - Gurgaon Cyber City,Karan Saini,Gurgaon Cyber City,Private room,2850,3,103,0.39,335,28.494267,77.096262,Corporate/Developed Area
1986,Budget Stay around Gurgaon DLF Phase 2,Simran Agarwal,Gurgaon DLF Phase 2,Private room,2850,2,64,0.23,149,28.477827,77.09561,Market Area
1987,Private Room near Connaught Place,Arjun Jain,Connaught Place,Private room,2850,2,87,0.49,61,28.619029,77.214841,Market Area
1988,Family Home in Mahipalpur,Sanjay Saini,Mahipalpur,Private room,1450,1,8,1.1,273,28.552862,77.128906,Dense/Chawl-type Area
1989,Budget Stay around Ghaziabad Indirapuram,Deepak Mehta,Ghaziabad Indirapuram,Entire home/apt,2300,7,78,0.76,274,28.637051,77.375886,Developed Residential
1990,Cozy Saket Studio,Ankit Gupta,Saket,Entire home/apt,3600,2,54,0.34,111,28.519332,77.205479,Developed Residential
1991,Peaceful Retreat near Vasant Kunj,Rahul Saini,Vasant Kunj,Entire home/apt,2700,1,38,0.41,222,28.52586,77.157231,Developed Residential
1992,Modern Stay near Mahipalpur,Arjun Saini,Mahipalpur,Private room,1350,2,19,0.67,55,28.549214,77.126131,Dense/Chawl-type Area
1993,Budget Stay around Lajpat Nagar,Pooja Gupta,Lajpat Nagar,Entire home/apt,2300,2,65,0.29,365,28.575438,77.238546,Market Area
1994,Modern Stay near Aerocity,Priya Verma,Aerocity,Private room,2100,2,50,0.94,275,28.551858,77.083435,Developed Residential
1995,Cozy Vasant Kunj Studio,Varun Kapoor,Vasant Kunj,Private room,1800,1,46,0.24,100,28.51551,77.17204,Developed Residential
1996,Budget Stay around Noida Sector 137,Amit Yadav,Noida Sector 137,Entire home/apt,2050,2,47,1.47,173,28.516498,77.400583,Developed Residential
1997,Modern Stay near Ghaziabad Indirapuram,Deepak Yadav,Ghaziabad Indirapuram,Private room,1350,1,27,0.21,207,28.634188,77.355307,Developed Residential
1998,Family Home in Janakpuri,Priya Kumar,Janakpuri,Private room,1550,1,17,0.22,266,28.62285,77.095623,Developed Residential
1999,Budget Stay around Paharganj,Rahul Verma,Paharganj,Private room,1300,1,66,0.13,307,28.637748,77.214954,Dense/Chawl-type Area
2000,Peaceful Retreat near Noida Sector 62,Karan Singh,Noida Sector 62,Private room,1950,1,35,0.18,365,28.624524,77.372297,Corporate/Developed Area
2001,Comfortable Home in Gurgaon Golf Course Road,Karan Mehta,Gurgaon Golf Course Road,Private room,2800,14,65,0.1,166,28.467675,77.096324,Developed Residential
2002,Comfortable Home in Faridabad Sector 15,Rahul Kapoor,Faridabad Sector 15,Private room,1250,4,13,0.69,63,28.404975,77.305805,Developed Residential
2003,Bright Apartment in Uttam Nagar,Amit Sharma,Uttam Nagar,Private room,1350,3,23,0.6,194,28.62625,77.074227,Dense/Chawl-type Area
2004,Private Room near Karol Bagh,Riya Mishra,Karol Bagh,Hotel room,1850,5,134,0.52,116,28.659651,77.201941,Market Area
2005,Premium Stay - Hauz Khas,Shreya Mishra,Hauz Khas,Entire home/apt,3350,3,89,0.07,216,28.553906,77.199133,Green & Peaceful
2006,Private Room near Uttam Nagar,Arjun Kapoor,Uttam Nagar,Entire home/apt,1550,1,11,0.22,127,28.619839,77.07949,Dense/Chawl-type Area
2007,Premium Stay - Connaught Place,Rahul Saini,Connaught Place,Entire home/apt,4000,1,30,0.19,364,28.634202,77.213522,Market Area
2008,Family Home in Gurgaon Golf Course Road,Ankit Bansal,Gurgaon Golf Course Road,Entire home/apt,3600,3,4,0.49,121,28.456596,77.102361,Developed Residential
2009,Family Home in Dwarka,Shreya Agarwal,Dwarka,Private room,1550,3,4,0.3,281,28.590602,77.04503,Developed Residential
2010,Premium Stay - Greater Kailash,Manish Kapoor,Greater Kailash,Private room,1650,1,75,0.15,191,28.544474,77.237239,Developed Residential
2011,Bright Apartment in Dwarka,Karan Jain,Dwarka,Private room,2000,2,18,0.65,196,28.581638,77.050258,Developed Residential
2012,Peaceful Retreat near Gurgaon Sector 47,Varun Kapoor,Gurgaon Sector 47,Entire home/apt,2650,2,15,0.26,155,28.418064,77.052516,Developed Residential
2013,City Stay - Noida Sector 18,Neha Mehta,Noida Sector 18,Private room,1750,1,17,0.12,258,28.565834,77.324543,Market Area
2014,City Stay - Janakpuri,Sanjay Malhotra,Janakpuri,Private room,1850,2,86,1.21,301,28.61509,77.08952,Developed Residential
2015,Cozy South Extension Studio,Rahul Kumar,South Extension,Entire home/apt,3900,2,37,0.35,337,28.572724,77.228325,Market Area
2016,Comfortable Home in Gurgaon DLF Phase 2,Amit Kapoor,Gurgaon DLF Phase 2,Entire home/apt,3400,1,10,0.29,40,28.483941,77.10496,Market Area
2017,Private Room near Uttam Nagar,Sanjay Kumar,Uttam Nagar,Entire home/apt,1600,1,20,0.41,211,28.628478,77.066592,Dense/Chawl-type Area
2018,Private Room near Defence Colony,Megha Sharma,Defence Colony,Entire home/apt,4000,5,15,0.54,365,28.565619,77.230093,Green & Peaceful
2019,Cozy Noida Sector 62 Studio,Varun Kumar,Noida Sector 62,Entire home/apt,3450,1,93,1.2,245,28.621843,77.358318,Corporate/Developed Area
2020,City Stay - Old Delhi,Manish Yadav,Old Delhi,Entire home/apt,1850,1,3,1.45,178,28.647585,77.2478,Dense/Chawl-type Area
2021,Cozy Paharganj Studio,Simran Singh,Paharganj,Entire home/apt,2300,2,21,0.18,263,28.632322,77.203824,Dense/Chawl-type Area
2022,Peaceful Retreat near Dwarka,Megha Chauhan,Dwarka,Hotel room,2250,2,23,0.88,205,28.593476,77.044688,Developed Residential
2023,Premium Stay - Old Delhi,Manish Jain,Old Delhi,Entire home/apt,1900,5,34,0.18,208,28.652072,77.230163,Dense/Chawl-type Area
2024,Peaceful Retreat near Noida Sector 18,Manish Malhotra,Noida Sector 18,Entire home/apt,3050,2,8,0.28,208,28.579613,77.325612,Market Area
2025,Budget Stay around Noida Sector 18,Ankit Saini,Noida Sector 18,Entire home/apt,3100,7,27,0.23,159,28.566001,77.315151,Market Area
2026,City Stay - Uttam Nagar,Nisha Singh,Uttam Nagar,Entire home/apt,1650,4,20,0.44,256,28.627634,77.05927,Dense/Chawl-type Area
2027,Peaceful Retreat near Dwarka,Neha Malhotra,Dwarka,Private room,1950,1,63,0.02,271,28.585776,77.048029,Developed Residential
2028,Family Home in Karol Bagh,Deepak Yadav,Karol Bagh,Entire home/apt,2300,1,25,0.82,179,28.641081,77.186109,Market Area
2029,Premium Stay - Gurgaon DLF Phase 2,Arjun Kumar,Gurgaon DLF Phase 2,Entire home/apt,3750,14,18,0.3,141,28.481551,77.094041,Market Area
2030,Peaceful Retreat near Old Delhi,Arjun Malhotra,Old Delhi,Private room,1350,1,3,0.17,244,28.663222,77.2224,Dense/Chawl-type Area
2031,Comfortable Home in Janakpuri,Neha Gupta,Janakpuri,Entire home/apt,2750,1,34,0.14,344,28.624273,77.095075,Developed Residential
2032,Private Room near Paharganj,Karan Verma,Paharganj,Entire home/apt,2000,1,67,0.07,93,28.643698,77.21455,Dense/Chawl-type Area
2033,City Stay - Uttam Nagar,Simran Mehta,Uttam Nagar,Private room,1400,1,12,0.31,241,28.621019,77.06827,Dense/Chawl-type Area
2034,Peaceful Retreat near Noida Sector 75,Simran Mehta,Noida Sector 75,Private room,1950,1,9,0.18,309,28.571194,77.392218,Developed Residential
2035,Comfortable Home in Old Delhi,Riya Sharma,Old Delhi,Private room,1250,1,40,0.14,172,28.660972,77.236238,Dense/Chawl-type Area
2036,Cozy Paharganj Studio,Rohit Kapoor,Paharganj,Private room,1300,1,41,1.34,266,28.657628,77.217274,Dense/Chawl-type Area
2037,City Stay - Mehrauli,Ankit Verma,Mehrauli,Entire home/apt,2150,2,47,0.52,365,28.521789,77.190883,Dense/Chawl-type Area
2038,Private Room near Dwarka,Arjun Gupta,Dwarka,Hotel room,2200,1,95,0.47,195,28.582158,77.055315,Developed Residential
2039,Modern Stay near Paharganj,Amit Singh,Paharganj,Entire home/apt,2250,2,57,0.37,171,28.641728,77.211071,Dense/Chawl-type Area
2040,Private Room near Noida Sector 18,Rahul Sharma,Noida Sector 18,Private room,1850,7,30,0.07,127,28.574415,77.321908,Market Area
2041,Budget Stay around Dwarka,Pooja Chauhan,Dwarka,Private room,2100,2,62,1.09,85,28.598149,77.041496,Developed Residential
2042,Private Room near Karol Bagh,Karan Yadav,Karol Bagh,Hotel room,2100,1,100,0.52,297,28.649608,77.183859,Market Area
2043,Cozy Noida Sector 62 Studio,Sanjay Mehta,Noida Sector 62,Entire home/apt,2200,2,37,0.36,259,28.619669,77.362668,Corporate/Developed Area
2044,Comfortable Home in Uttam Nagar,Riya Verma,Uttam Nagar,Hotel room,1350,5,143,0.83,189,28.625538,77.060385,Dense/Chawl-type Area
2045,Budget Stay around Defence Colony,Rohit Kumar,Defence Colony,Entire home/apt,4000,14,1,0.17,174,28.571766,77.24169,Green & Peaceful
2046,Private Room near Aerocity,Neha Kapoor,Aerocity,Private room,2350,1,36,0.67,235,28.564514,77.082254,Developed Residential
2047,City Stay - Janakpuri,Ankit Singh,Janakpuri,Entire home/apt,2000,1,10,1.04,209,28.611112,77.081925,Developed Residential
2048,Cozy Green Park Studio,Nisha Mishra,Green Park,Hotel room,3300,1,28,1.1,174,28.564137,77.196247,Green & Peaceful
2049,Peaceful Retreat near Faridabad Sector 15,Priya Yadav,Faridabad Sector 15,Private room,1150,1,85,0.19,302,28.406378,77.323795,Developed Residential
2050,Private Room near Karol Bagh,Nisha Yadav,Karol Bagh,Private room,1600,7,16,0.81,280,28.651145,77.182041,Market Area
2051,Cozy Paharganj Studio,Vikas Saini,Paharganj,Entire home/apt,2150,4,17,1.6,260,28.650091,77.213159,Dense/Chawl-type Area
2052,Modern Stay near Dwarka,Pooja Mehta,Dwarka,Entire home/apt,3300,1,104,0.33,47,28.593607,77.051251,Developed Residential
2053,Peaceful Retreat near Noida Sector 75,Deepak Agarwal,Noida Sector 75,Private room,1550,4,14,0.34,143,28.563367,77.386539,Developed Residential
2054,City Stay - Aerocity,Varun Malhotra,Aerocity,Private room,3700,2,8,0.49,48,28.565805,77.073563,Developed Residential
2055,Cozy Lajpat Nagar Studio,Riya Gupta,Lajpat Nagar,Entire home/apt,2700,2,2,0.69,77,28.569049,77.243651,Market Area
2056,Modern Stay near Defence Colony,Megha Kapoor,Defence Colony,Entire home/apt,4000,3,39,0.61,222,28.574507,77.23446,Green & Peaceful
2057,City Stay - Defence Colony,Arjun Mehta,Defence Colony,Entire home/apt,4000,1,48,0.49,348,28.584727,77.229802,Green & Peaceful
2058,Cozy Dwarka Studio,Pooja Chauhan,Dwarka,Hotel room,1900,1,20,0.02,202,28.596497,77.036812,Developed Residential
2059,Peaceful Retreat near Gurgaon Cyber City,Pooja Verma,Gurgaon Cyber City,Private room,2900,3,55,0.09,180,28.48716,77.097195,Corporate/Developed Area
2060,Cozy Janakpuri Studio,Manish Chauhan,Janakpuri,Entire home/apt,2950,1,47,0.26,264,28.635206,77.087902,Developed Residential
2061,City Stay - Vikaspuri,Ankit Yadav,Vikaspuri,Private room,1400,1,17,0.31,267,28.635317,77.068329,Developed Residential
2062,Budget Stay around Connaught Place,Aditya Verma,Connaught Place,Private room,2850,1,42,0.29,159,28.647723,77.225013,Market Area
2063,Cozy Paharganj Studio,Vikas Sharma,Paharganj,Private room,1000,1,24,0.27,39,28.648348,77.207311,Dense/Chawl-type Area
2064,Private Room near Karol Bagh,Aditya Yadav,Karol Bagh,Private room,1400,2,51,1.1,364,28.651406,77.190689,Market Area
2065,Bright Apartment in Chattarpur,Simran Gupta,Chattarpur,Private room,2000,2,20,0.51,218,28.506371,77.174633,Green & Peaceful
